,text,labels,scores,better label(s) - Justin,Other - Justin
886,"If you are prosecuted you face expensive fines. If the girl is a minor, the penalties increase dramatically and can ruin your life. You may also have to register as a Sex Offender. These penalties are for first time offenders. If you respond to one of these ads again, these things could happen to you. \n\nDo you understand sir?",['caring' 'neutral'],[0.44186959 0.6613884 ],,
887,You can get jail time,['neutral'],[0.99450219],,
888,I'm on the other line.,['neutral'],[0.99792045],,
889,certainly,['neutral'],[0.99867189],,
890,"Yeah, the business is set up to fool men into believing theyâ€™re doing something harmless, but itâ€™s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",['anger'],[0.7041989],,
891,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,['neutral'],[0.99304354],,
892,"You got me on that haha, what can I do for you 2nite?",['amusement'],[0.97435683],,
893,"So here's the deal, Jennifer isn't here right now. But I was wondering if you'd be willing to have a quick conversation. Your phone # has been added to our list and your cooperation will be very helpful.",['curiosity'],[0.80080229],,
894,do you know what can fill that void?,['curiosity'],[0.97968495],,
895,YOUR FIRST TIME!!!!!!!!!,['anger'],[0.97161388],,
896,"I'm not here to judge, I'm just trying to understand",['annoyance' 'disapproval'],[0.43870103 0.64897048],,
897,Depends on what you want me to do?,['approval' 'neutral'],[0.50380552 0.84554952],,
898,"i dont want u to blow it on a pic of me, i want u to blow it ON me",['desire' 'neutral'],[0.55888587 0.34952751],,
899,That's fine.  Are you aware that many of the girls who get involved in prostitution are minors?,['approval' 'curiosity'],[0.36598536 0.94805062],,
900,I did not put them up. He puts them up.,['neutral'],[0.99905461],,
901,call me 2 discuss,['neutral'],[0.99869555],,
902,Hey back...,['neutral'],[0.99878293],,
903,its good,['admiration'],[0.96762031],,
904,"this ain't the place to be lookin for ""just a friend to hangout""",['disapproval' 'neutral'],[0.72767574 0.93160737],,
905,hi,['neutral'],[0.99837238],,
906,give me a call and find out babe ;),['neutral'],[0.87697923],,
907,"If you are prosecuted you face expensive fines. If the girl is a minor, the penalties increase dramatically and can ruin your life. You may also have to register as a Sex Offender. These penalties are for first time offenders. If you respond to one of these ads again, these things could happen to you. \n\nDo you understand sir?",['caring' 'neutral'],[0.44186959 0.6613884 ],,
908,what r u lookin 4?,['curiosity'],[0.97727251],,
909,"pix aint free, sorry babe",['remorse'],[0.86202329],,
910,call me boo,['neutral'],[0.99880457],,
911,take a bathroom break - I dont want to miss out on you!,['caring'],[0.97935104],,
912,sure am :),['neutral'],[0.99767774],,
913,no way,['disapproval' 'neutral'],[0.95505619 0.54852599],,
914,Your # was previously recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,['neutral'],[0.99078172],,
915,Do you understand?!,['confusion' 'curiosity'],[0.3024826  0.75339681],,
916,OK Derek :-)  I'd like to have a conversation to get to know you better to make sure you are safe.  Are you OK with that?,['caring'],[0.98364395],,
917,they are like radio shows that you can download to your phone or computer.  They have them for just about every topic you could think of.  There is even one on porn addiction.  ,['neutral'],[0.99881458],,
918,hey yea what's yer pleasure hon,['amusement' 'curiosity'],[0.48573744 0.80712116],,
919,"Yeah, the business is set up to fool men into believing theyâ€™re doing something harmless, but itâ€™s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",['anger'],[0.7041989],,
920,"ss, oral ... ?",['neutral'],[0.99379939],,
921,???,['neutral'],[0.99602991],,
922,Have you been dealing with loneliness a long time?,['curiosity'],[0.9727276],,
923,"Edwin, Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?",['neutral'],[0.99201137],,
924,hey,['neutral'],[0.99347407],,
925,There are a few ways. Number one: Educate yourself on what prostitution really is. It's not what most people think. It's brutal. Devastating for the girls,['sadness'],[0.73714632],,
926,no cops,['neutral'],[0.99473441],,
927,hey,['neutral'],[0.99347407],,
928,thats not that fra,['neutral'],[0.99695933],,
929,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\n,['neutral'],[0.99876618],,
930,Hangin in .  What's up?,['neutral'],[0.9764874],,
931,Please look at www.sa.org/f2f/united-states-of-america/kansas/. Please see women as humans not objects for sale. You can do this. You are not alone.,['neutral'],[0.98784024],,
932,i am how are you ,['neutral'],[0.90509862],,
933,"hey, sorry I was unavailable earlier, u still looking for some fun ;)",['amusement' 'remorse'],[0.40854791 0.77268296],,
934,it's pretty good. how about you?,['admiration' 'curiosity'],[0.92426848 0.72966903],,
935,im near fraser now I made my way up here,['neutral'],[0.99873573],,
936,im ending my shift--would you mind if i texted in a few days?,['curiosity'],[0.93366742],,
937,?,['neutral'],[0.98066735],,
938,you?,['curiosity' 'neutral'],[0.3120988  0.86286175],,
939,Hey!,['neutral'],[0.99231017],,
940,que te gusta,['neutral'],[0.99930775],,
941,u still lookin?,['curiosity' 'neutral'],[0.5730198  0.85005265],,
942,"James, let's be honest with each other. We both know the nature of the ad you were calling about. ",['approval'],[0.98624855],,
943,"sometimes they ask for our records, then they set of sting operations",['neutral'],[0.99894375],,
944,Not what you're expecting ... but trying to help you ....,['caring'],[0.98954457],,
945,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,['neutral'],[0.99304354],,
946,whatz ur pleasur hon?,['curiosity'],[0.99329174],,
947,still there?                                      \nWe're a bunch of guys trying to help another bunch of guys ... and the poor young girls trapped in this business.  Do you want to help them?,['sadness'],[0.93783212],,
948,with a girl named Gia,['neutral'],[0.99897325],,
949,"Yeah, the business is set up to fool men into believing theyâ€™re doing something harmless, but itâ€™s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",['anger'],[0.7041989],,
950,ya still there?,['curiosity'],[0.96086127],,
951,"I'm sorry to hear about your spouse, but I'm more sorry to hear about your willingness to break covenant with her.",['remorse' 'sadness'],[0.61178702 0.5048427 ],,
952,hi there,['neutral'],[0.99871933],,
953,I'm not sending unless you are serious. ,['annoyance'],[0.95281714],,
954,hey why did you hang up?\n,['curiosity' 'neutral'],[0.48879078 0.71895885],,
955,incall/outcall?,['neutral'],[0.99509603],,
956,don't be shy. ,['neutral'],[0.99799037],,
957,aw man no way,['neutral'],[0.99574679],,
958,Hey you,['neutral'],[0.99860579],,
959,"Yeah, the business is set up to fool men into believing theyâ€™re doing something harmless, but itâ€™s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",['anger'],[0.7041989],,
960,please give her a kiss in the head and say to her that her life is a bless for you... every work she did every word she said you has been a blessing,['caring' 'love'],[0.70874804 0.64435005],,
961,"hey, howru?",['curiosity' 'neutral'],[0.91916853 0.57079476],,
962,"half hour, an hour or more?",['neutral'],[0.90735418],,
963,Can you have intimacy with somebody that isn't posting a picture that is pretty revealing?,['curiosity' 'neutral'],[0.862957   0.52969658],,
964,that is ok.,['approval' 'neutral'],[0.94681996 0.62714458],,
965,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,['neutral'],[0.99304354],,
966,What u lookin for?,['curiosity'],[0.9506107],,
967,"If you are prosecuted you face expensive fines. If the girl is a minor, the penalties increase dramatically and can ruin your life. You may also have to register as a Sex Offender. These penalties are for first time offenders. If you respond to one of these ads again, these things could happen to you. \n\nDo you understand sir?",['caring' 'neutral'],[0.44186959 0.6613884 ],,
968,cool,['neutral'],[0.58290678],,
969,let's make a deal. we can talk about it,['neutral'],[0.99760532],,
970,whats up?,['curiosity' 'neutral'],[0.8787846 0.5103572],,
971,time is money,['neutral'],[0.9989593],,
972,I'm all about business. What's your cut?,['curiosity' 'neutral'],[0.93361622 0.56114072],,
973,u got roses?,['curiosity'],[0.92496055],,
974,"Yeah, the business is set up to fool men into believing theyâ€™re doing something harmless, but itâ€™s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",['anger'],[0.7041989],,
975,heya,['neutral'],[0.83669728],,
976,I'm still available r u??,['curiosity' 'neutral'],[0.8295933  0.66556185],,
977,this one? ??Super Freak????Fetish Friendly????Classy and Nasty????Ready Now??,['curiosity'],[0.97352761],,
978,I don't send free pics. Been down that road. That's why they're online.,[],[],,
979,detroit baby,['neutral'],[0.99920207],,
980,"Hold on, I gotta tell you something",['caring' 'neutral'],[0.64509833 0.70484447],,
981,Make what? A pizza? ,['neutral'],[0.98701036],,
982,never been with one!  i'm kinda new to this.,['approval' 'neutral'],[0.36390901 0.75163639],,
983,"Yeah, the business is set up to fool men into believing theyâ€™re doing something harmless, but itâ€™s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",['anger'],[0.7041989],,
984,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,['neutral'],[0.99304354],,
985,"the \nbusiness is set up to fool men into believing theyâ€™re doing something harmless, but itâ€™s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",['neutral'],[0.80351251],,
986,"M\nany people think it's harmless and that women are in full control. The truth is, most of these women are enslaved. They are forced to sell themselves by pimps who take 100% of the money and these same pimps control them through fear, beatings, threatening their families, and even getting them hooked on drugs. ",['fear'],[0.78833359],,
987,Are you aware that many of the girls who get involved in prostitution are minors?,['curiosity'],[0.98808587],,
988,This isnt your first time then,['neutral'],[0.99742597],,
989,either but the rate depends on what u want :P,['neutral'],[0.99860662],,
990,what does $75 plus gas sound like?,['curiosity'],[0.96922159],,
991,no free spank bank thats my rule,['annoyance' 'neutral'],[0.46171352 0.89982307],,
992,"Hey we're not the police, just a bunch of guys that care about women getting trafficked and the men who are addicted to buying them online.  seriously Your # is now recorded attempting to buy sex online and is available for police follow up.  Here's soe info you should know!\n\nAre you aware that many of the girls who get involved in prostitution are minors?",['curiosity' 'neutral'],[0.31361103 0.98771507],,
993,what r u lookin 4,['neutral'],[0.99684441],,
994,how do you fell about what you are doing?,['curiosity'],[0.96130282],,
995,"este negocio es peligroso, siempre alguien sale herido.... muchas veces las personas son forzadas a trabajar en esto por enganos o forzadas",['neutral'],[0.99892247],,
996,"the more you contact, the higher on the priority list you go",['neutral'],[0.99889958],,
997,And dangerous. Imagine letting a girl into your home whos being followed by her pimp.Imagine being robbed or blackmailed. Or arrested for sex with a minor.,['fear'],[0.9487915],,
998,right,['neutral'],[0.99860901],,
999,some pics,['neutral'],[0.99818844],,
